id,course_name
772,Learn to Teach Java:  Writing Classes and Arrays
773,Plots (Graphics) for Data Science
774,The Sun and the Total Eclipse of August 2017
775,Material Behavior
776,Disaster Preparedness
777,Protecting Business Innovations via Trademark
778,Fundamentals of the Chinese character writing (Part 1)
779,International Leadership and Organizational Behavior
780,Introduction to Natural Language Processing in Python
781,ADHD: Everyday Strategies for Elementary Students
782,Introduction to Statistical Analysis:  Hypothesis Testing
783,Health Concepts in Chinese Medicine
784,Teamwork Skills: Communicating Effectively in Groups
785,Academic Listening and Note-Taking
786,Digital Manufacturing & Design
787,Predicting Salaries with Simple Linear Regression in R
788,Create your first test automation script - Selenium and C#
789,How Google does Machine Learning
790,Cybersecurity Awareness and Innovation
791,"Machine Learning:  Predict Numbers from Handwritten Digits using a Neural Network, Keras, and R"
792,Essential Epidemiologic Tools for Public Health Practice
793,Giving Helpful Feedback
794,International Labour Law
795,Effectively delivering the news to your audience
796,Writing your World: Finding yourself in the academic space
797,Digital Business Models
798,Introduction to Advanced tomography
799,Engaging in Persuasive and Credible Communication
800,Creating a Customer Service Survey Using Google Forms
801,Introduction to Philosophy
802,Architecting with Google Kubernetes Engine: Workloads
803,Extracellular Vesicles in Health and Disease
804,Understanding Your Google Cloud Platform (GCP) Costs
805,Gmail: The Foundation To Accessing Google Apps
806,Create a Google Ads Video Campaign
807,"Photography Techniques: Light, Content, and Sharing"
808,The City and You: Find Your Best Place
809,What is Palliative Care?
810,CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360
811,Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides
812,America Through Foreign Eyes
813,Internet Giants: The Law and Economics of Media Platforms
814,Career Total Fitness Annual Retreat
815,"Introduction to Containers w/ Docker, Kubernetes & OpenShift"
816,Sequence Models for Time Series and Natural Language Processing
817,Simple Recurrent Neural Network with Keras
818,Supply Chain Operations
819,Chinese for HSK 3 PART I
820,Spreadsheets for Beginners using Google Sheets
821,Leadership and Emotional Intelligence
822,Managing Supply Chain Disruption During COVID-19
823,Regulated Competition in Healthcare Systems: Theory & Practice
824,"Random Models, Nested and Split-plot Designs"
825,"Modern Robotics, Course 5:  Robot Manipulation and Wheeled Mobile Robots"
826,Fundamentals of Network Communication
827,Predictive Modeling and Machine Learning with MATLAB
828,Networking and Volunteerism for Career Success
829,Crafting Strategies for Innovation Initiatives for Corporate Entrepreneurs
830,Portfolio and Risk Management
831,Auditing I: Conceptual Foundations of Auditing
832,Building a Business Presence With Facebook Marketing
834,Rapid Prototyping of Embedded Interface Designs
835,FinTech Risk Management
836,Solar Energy Systems Overview
837,Industrial IoT on Google Cloud Platform
839,Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova
840,Enjoyable Econometrics
841,Build an App in Android Studio using Static Files
842,Safety in the Utility Industry
843,"Content, Advertising & Social IMC"
844,Introduction to Power Electronics
845,Rails with Active Record and Action Pack
847,Accounting for Business Decision Making: Measurement and Operational Decisions
849,Build Multilayer Perceptron Models with Keras
850,Financial Reporting Capstone
851,Songwriting: Writing the Lyrics
852,Healthcare Marketplace
853,Developing An Entrepreneurial Mindset: First Step Towards Success
854,Capstone Project: Business Technology Management
855,Business English: Basics
856,Supply Chain Sourcing
857,"Recruiting, Hiring, and Onboarding Employees"
858,Programming with Scratch
859,Teaching Impacts of Technology: Workplace of the Future
860,Foundations of Public Health Practice: Behaviour & Behaviour Change
862,"Tropical Parasitology: Protozoans, Worms, Vectors and Human Diseases"
863,"The Modern World, Part One: Global History from 1760 to 1910"
864,Solar Energy System Design
865,Validity and Bias in Epidemiology
866,"Imagery, Automation, and Applications"
867,Measuring Causal Effects in the Social Sciences
868,Protecting Business Innovations via Strategy
869,Ecosystems of California
870,Unethical Decision Making in Organizations
871,How Computers Work
872,HPV-Associated Oral and Throat Cancer: What You Need to Know
873,Making the Case for Robotic Process Automation
874,"Be a Leader, Develop a Leader"
875,Influencer Marketing Strategy
876,Digital Media and Marketing Strategies
877,Intro to International Marketing
878,Introduction to OpenCL on FPGAs
879,Building Conversational Experiences with Dialogflow
880,Docker Essentials & Building a Containerized Web Application
881,Applying Investment Decision Rules for Startups
882,Qualitative Data Collection Methods
883,Assessment for Learning
884,Financial Engineering and Risk Management Part I
885,Teach English Now! Capstone Project 2
886,Teach English Now! Capstone Project 2
887,The Economics of Agro-Food Value Chains
888,Machine Learning Algorithms: Supervised Learning Tip to Tail
889,3D Printing Hardware
890,Business English for Cross-cultural Communication
891,Cloud Networking
892,Build a Machine Learning Web App with Streamlit and Python
893,Python Geospatial Data Analysis
894,Lesson | Business English Skills: Introducing Yourself in Business Settings
895,Getting Started with Blazor WASM
896,Establishing a Professional �Self� through Effective Intercultural Communication
897,Biases and Portfolio Selection
898,Building Smart Business Assistants with IBM Watson
899,Introduction to Pointers and Memory Management in C/C++
900,Using Seesaw for Student Learning
901,Music and Social Action
902,Enhancing Communication with Remind
903,Security Operations and Administration
904,Machine Learning: Classification
905,Git + GitHub for Open Source Collaboration
906,Communicating Climate Change and Health
907,"Revolutionary Ideas: Borders, Elections, Constitutions, Prisons"
908,Multimodal Literacies: Communication and Learning in the Era of Digital Media
909,International Water Law
910,Applying Machine Learning to your Data with GCP
911,Image Understanding with TensorFlow on GCP
912,Create a text adventure game with Ink
913,Functional Programming in Scala Capstone
914,Enterprise Architecture
915,Delivery Problem
916,Make Your Pick-Ups Look Cool in Unity (Intro to Animation 1)
917,Introduction to Computer Vision with Watson and OpenCV
918,Software Design Threats and Mitigations
919,Stock Analysis:  Create a Buy Signal Filter using R and the Quantmod Package
920,Introduction to Complex Analysis
921,The Unix Workbench
922,Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health
923,Strategic Business Management - Macroeconomics
924,Principles of Photo Composition and Digital Image Post-Production
925,Using SAS Viya REST APIs with Python and R
926,Strategic Sales Management Final Project
927,Human-Centered Design: an Introduction
928,Innovation Career Lessons from a Master
929,Designing and Implementing Your Coaching Strategy
930,Teaching in University Science Laboratories (Developing Best Practice)
931,Principles of Computing (Part 1)
932,Proactive Computer Security
933,Network Security & Database Vulnerabilities
934,Implementing Parent Feedback with Google Forms
935,Agile Meets Design Thinking
936,A tecnologia da produ��o musical
937,Intellectual Humility: Science
938,"Planning: Principled, Proposing, Proofing, and Practicing to a Success Plan"
939,Qualitative Research Design
941,Introduction to G Suite
942,Epidemics - the Dynamics of Infectious Diseases
943,Enterprise System Management and Security
944,Competitive Programmer's Core Skills
945,Evaluating User Interfaces
946,Getting Started with Azure DevOps Boards
947,Genomics: Decoding the Universal Language of Life
948,Learning Mindsets & Skills
949,Computational Geometry
950,Planning & Design of Sanitation Systems and Technologies
951,A Start Guide: Product Marketing Using G Suite
952,The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy
953,Brand Marketing and SEO Tools using Wix
954,"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers"
955,Product Development: Customer Journey Mapping with Miro
956,Introduction to Who Wrote Shakespeare
957,Create Your First Multithreaded Application in Java
958,CSS Animated Components with ReactJS
960,Finance for Everyone Capstone Project
961,Internet of Things: How did we get here?
962,Introduction to Line Balancing Using Precedence Diagram
963,"AI Workflow: Machine Learning, Visual Recognition and NLP"
964,Manipulate Object Properties with C# in Unity
965,Palliative Care Capstone Projects
966,Interactive Word Embeddings using Word2Vec and Plotly
967,Electric Industry Operations and Markets
969,Strategic Planning and Execution
970,Change Leadership: Developing Strategic Gap Analysis in Miro
971,Internet of Things Capstone V2: Build a Mobile Surveillance System
972,Responsive Website Tutorial and Examples
973,Entrepreneurial Strategic Management
974,Personality Types at Work
975,Overview of Advanced Methods of Reinforcement Learning in Finance
976,Process Improvement: a Kaizen Event with Google Slides
977,Sales Force Management
978,Performing Data Aggregation using SQL Aggregate Functions
979,Ecosystem Services: a Method for Sustainable Development
980,Reliable Google Cloud Infrastructure: Design and Process
981,Using TensorFlow with Amazon Sagemaker
982,Firm Level Economics: Markets and Allocations
983,The Data Science of Health Informatics
984,Preparing to Manage Human Resources
985,COVID19 Data Analysis Using Python
986,De-Mystifying Mindfulness
987,International Marketing Entry and Execution
988,Law in the Time of COVID-19: A Northwestern Teach-Out
989,Mastering bitumen for better roads and innovative applications
990,"Engineering Life: Synbio, Bioethics & Public Policy"
991,Customer-Centric IT Strategy
992,Neural Networks and Deep Learning
993,Securing Investment Returns in the Long Run
994,Cloud Computing Concepts: Part 2
995,Introduction to Systems Biology
996,The Horse Course: Introduction to Basic Care and Management
997,Innovation Strategy: Developing Your Fintech strategy
998,Understanding Cancer Metastasis
999,Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI)
1000,Building Deep Learning Models with TensorFlow
1002,Programming with Cloud IoT Platforms
1003,Mergers and Acquisitions � The Relentless Pursuit of Synergy
1004,Preventing Chronic Pain: A Human Systems Approach
1005,Building the Business Model for Corporate Entrepreneurs
1006,"Ready, Set, Future! Introduction to Futures Thinking"
1007,Image Processing with Python
1008,Advanced Linear Models for Data Science 1: Least Squares
1009,Terraform Basics: Automate Provisioning of AWS EC2 Instances
1010,Pricing Strategy in Practice
1011,Reinforcement Learning in Finance
1013,Django Features and Libraries
1014,A Circular Economy of Metals: Towards a Sustainable Societal Metabolism
1015,Information Visualization: Advanced Techniques
1016,Startup: How to build a successful business?
1017,Inventory Analytics
1018,COVID19 Data Visualization Using Python
1019,Using Git for Distributed Development
1020,Becoming a Sports Agent
1021,"Teacher SEL: Programs, Possibilities, and Contexts"
1022,Why Iowa? A Primer on Primaries and Caucuses Teach-Out
1023,Take Your English Communication Skills to the Next Level
1024,Service-Oriented Architecture
1025,Google Cloud Platform Fundamentals for AWS Professionals
1026,Introduction to Programming and Animation with Alice
1027,Population Health: Fundamentals of Population Health Management
1028,An Introduction to the U.S. Food System: Perspectives from Public Health
1029,Statistics for International Business
1031,Game Design and Development Capstone
1033,Getting Started with Linux Terminal
1035,Understanding Financial Markets
1036,Create and Format a Basic Document with LibreOffice Writer
1037,Intellectual Humility: Theory
1038,Oral Communication for Engineering Leaders
1039,Legal Tech & Startups
1040,Business English: Making Presentations
1041,Software Security
1042,Photovoltaic solar energy
1043,A Scientific Approach to Innovation Management
1044,Accounting for Business Decision Making: Strategy Assessment and Control
1045,Introduction to Data Science in Python
1046,Analytic Combinatorics
1047,Create a Resume and Cover Letter with Google Docs
1048,Exploring Beethoven's Piano Sonatas Part 4
1049,Moralities of Everyday Life
1050,"Cybersecurity Roles, Processes & Operating System Security"
1051,"Cybersecurity Roles, Processes & Operating System Security"
1052,Multiple Linear Regression with scikit-learn
1053,Scrum Team Building Using Games and Interactive Tools
1054,Run a Sparkline Trend Analysis in Google Sheets
1055,Motivating Gen Z Learners: What Parents and Teachers Need to Know
1056,Capstone: Build a Winning Investment Portfolio
1057,"Lighting, Reflection, and Post Processing Effects"
1058,Embedded Software and Hardware Architecture
1059,Build a Relative Layout App in Android Studio
1060,Study Designs in Epidemiology
1061,Introduction to Software Product Management
1062,Learn Javascript with zero prior programming experience
1063,Creating a Student Profile in Google Docs
1064,Global Warming I: The Science and Modeling of Climate Change
1065,Handling Imbalanced Data Classification Problems
1066,The Olympic Games and the Media
1068,Writing for Young Readers: Opening the Treasure Chest
1069,Fundamentals of Modern Russian-designed NPPs with VVER-1200
1070,The Cycle: Management of Successful Arts and Cultural Organizations
1071,Epidemiology: The Basic Science of Public Health
1072,Implementing a Patient Safety or Quality Improvement Project (Patient Safety V)
1074,Data Science in Real Life
1075,Advanced Business Analytics Capstone
1076,The Pronunciation of American English Project
1077,Strategy and Sustainability
1078,Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics
1079,Managing the Organization
1080,Industrial IoT Markets and Security
1081,Programming a Quantum Computer with Qiskit - IBM SDK
1082,Elastic Google Cloud Infrastructure: Scaling and Automation
1083,Elastic Google Cloud Infrastructure: Scaling and Automation
1084,IT Infrastructure and Emerging Trends
1085,"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure"
1086,Logistic Regression in R for Public Health
1087,Six Sigma and the Organization (Advanced)
1088,"Managing ADHD, Autism, Learning Disabilities, and Concussion in School"
1089,Business Case Analysis
1090,Understanding 9/11: Why 9/11 Happened & How Terrorism Affects Our World Today
1091,Financial Accounting Fundamentals
1092,Cryptography: Boolean functions and related problems
1093,Religions and Society in China
1094,Geometric Algorithms
1095,"Games, Sensors and Media"
1096,Challenging Forensic Science: How Science Should Speak to Court
1097,Project Management: Creating the Precedence Network Diagram
1098,Project: Writing a Research Paper
1099,Wind Energy
1100,Enterprise Systems
1101,The Merkle Tree and Cryptocurrencies
1102,Building Fintech Startups in Emerging Markets
1104,The Business of Product Management I
1105,Introduction to Systematic Review and Meta-Analysis
1106,Firearm Purchaser Licensing Teach-Out: The Background Check Policy Not Enough People Are Talking About
1107,How Things Work: An Introduction to Physics
1108,"JavaScript, jQuery, and JSON"
1109,Sentiment Analysis with Deep Learning using BERT
1110,"Data Analysis and Representation, Selection and Iteration"
1111,Medical Cannabis for Pain Control
1112,Business English: Planning & Negotiating
1113,Clinical Terminology for International and U.S. Students
1116,Create a Coin Pick-Up and Spending Mechanics in Unity
1117,Position Elements on a Page with CSS
1118,Cluster Analysis in Data Mining
1119,N�tzliches Feedback geben (Giving Helpful Feedback)
1120,Arts and Heritage Management
1121,Sales Training: Building Your Sales Career
1122,Leveraging Mentions and Threads in Slack
1123,Introduction to Physical Chemistry
1124,Survey Data Collection and Analytics Project (Capstone)
1125,Conflict Transformation
1126,Evaluating the Quality of Healthcare Delivery
1127,Financial Accounting: Foundations
1128,Build Data Analysis tools using R and DPLYR
1129,Blockchain Transformations of Financial Services
1130,Science of Training Young Athletes Part 2
1132,Digital Product Management: Modern Fundamentals
1133,"Abstraction, Problem Decomposition, and Functions"
1134,Investments I: Fundamentals of Performance Evaluation
1135,"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery"
1136,Materials Science: 10 Things Every Engineer Should Know
1137,Water in the Western United States
1138,Building AI Powered Chatbots Without Programming
1139,Building AI Powered Chatbots Without Programming
1140,Introduction to TCP/IP
1141,Using probability distributions for real world problems in R
1142,Business English: Final Project
1143,Business Strategy in Practice (Project-centered Course)
1144,"Time to Reorganize! Understand Organizations, Act, and Build a Meaningful World."
1146,Input and Interaction
1147,Get Interactive: Practical Teaching with Technology
1148,Anomaly Detection in Time Series Data with Keras
1149,Excel Basics for Data Analysis
1150,Core Concepts of Accounting � Numbers and People
1151,International Humanitarian Law in Theory and Practice
1152,Presentations: Speaking so that People Listen
1153,Create Infographics using Piktochart
1154,The Fundamentals of Computing Capstone Exam
1155,Build CRUD REST API in Django
1156,Digitalisation in Aeronautics
1157,"Social Services for Families, Seniors and Those with Disabilities"
1158,Art and Science of Machine Learning
1159,Psychosocial and Spiritual Aspects of Palliative Care
1160,Analyze Box Office Data with Plotly and Python
1161,Combining and Analyzing Complex Data
1162,Peer-to-Peer Protocols and Local Area Networks
1163,Advanced SQL Retrieval Queries in SQLiteStudio
1164,Foundations for Assisting in Home Care
1165,Corporate Finance Essentials
1166,Global Health at the Human-Animal-Ecosystem Interface
1167,Software Development Processes and Methodologies
1168,eHealth: More than just an electronic record
1169,Symmetric Cryptography
1170,Symmetric Cryptography
1171,Using Descriptive Statistics to Analyze Data in R
1172,BIM Fundamentals for Engineers
1173,Organizational Behavior: How to Manage People
1174,"""Making"" Progress Teach-Out"
1176,Intelligent Machining
1177,Global Diplomacy: the United Nations in the World
1178,"Computer Science:  Algorithms, Theory, and Machines"
1179,How to Finance and Grow Your Startup � Without VC
1180,Empowering Yourself in a Post-Truth World
1181,Avoid Overfitting Using Regularization in TensorFlow
1182,Physician/Student Opioid Use Disorder Medication Assisted Treatment Waiver Training
1183,"Drugs, drug use, drug policy and health"
1184,Cryptographic Hash and Integrity Protection
1185,Brand Identity and Strategy
1187,Understanding the Music Business: What is Music Worth?
1188,Gut Check: Exploring Your Microbiome
1189,Managerial Accounting Fundamentals
1190,Data Visualization
1191,FinTech Security and Regulation (RegTech)
1192,Using Shiny to Plot Differential Gene Expression
1193,Organizational Leadership Capstone
1194,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization"
1195,Essentials of Global Health
1196,Entrepreneurship Capstone
1197,The Psychology of Thrill Seekers
1198,MOOC: How to make a MOOC?
1200,Statistical Inference
1201,Songwriting: Writing the Lyrics
1202,"Fundamentals of Management, with Goldman Sachs 10,000 Women"
1203,"Sustainability of Social-Ecological Systems: the Nexus between Water, Energy and Food"
1204,Handheld AR App Development with Unity
1205,Introduction to Data Analytics
1206,Marketing in an Analog World
1207,"Cannabis, Mental Health, and Brain Disorders"
1208,Principal Component Analysis with NumPy
1209,Deep Neural Networks with PyTorch
1210,Code Free Data Science
1211,Compose and Program Music in Python using Earsketch
1212,"Concepts in Python: Loops, Functions and Returns"
1213,Cultural Competence - Aboriginal Sydney
1214,Capstone: Your Story
1215,Six Sigma Advanced Improve and Control Phases
1216,"Learn to Teach Java:  Sequences, Primitive Types and Using Objects"
1217,Computer Architecture
1218,Basic Data Processing and Visualization
1219,Create a Python Application using MySQL
1220,Art & Activity: Interactive Strategies for Engaging with Art
1221,International Hospitality & Healthcare Services Marketing
1222,Refugees in the 21st Century
1223,Strategic Innovation: Building and Sustaining Innovative Organizations
1224,Competitive Strategy
1225,Fixing Healthcare Delivery 2.0: Advanced Lean
1226,Building a Text-Based Bank in Java
1228,Build a Persistent Storage App in Android Studio
1230,UX Design Fundamentals
1231,Tweet Emotion Recognition with TensorFlow
1232,The Power of Markets I: The Basics of Supply and Demand and Consumer Behavior
1233,Everyday Chinese Medicine 2
1234,Tables and Forms in HTML
1235,Transformation of the Global Food System
1236,Building Candlestick Charts with Tableau
1237,Behavioral Finance
1238,Computational Thinking for K-12 Educators: Nested If Statements and Compound Conditionals
1239,Introduction to Typography
1240,Cracking the Creativity Code: Discovering Ideas
1241,Video Basics with OpenCV and Python
1244,Neural Style Transfer with TensorFlow
1245,Mathematics for Machine Learning: Multivariate Calculus
1246,Genome Sequencing (Bioinformatics II)
1247,Fundamentals of Music Theory
1248,"Introduction to Data, Signal, and Image Analysis with MATLAB"
1249,Design a Client Welcome Kit using Canva
1250,Nanotechnology: A Maker�s Course
1251,Journey Conversations: Weaving Knowledge and Action
1252,Health and healthcare in transition: dilemmas of governance
1253,Mastering Remote Work and Online Study in U.S. in the post-COVID Era
1254,"Healthy Practices: Nutrition, Physical Activity, and Community and Family Participation"
1255,Learning to Teach Online
1256,Research Report: Delivering Insights
1258,Fundamentals of Global Energy Business
1260,Research Data Management and Sharing
1261,From Idea to Startup
1262,Modeling and Design for Mechanical Engineers with Autodesk Fusion 360
1263,Create Your First NoSQL Database with MongoDB and Compass
1264,The Holocaust: The Destruction of European Jewry
1266,Introduction to Cloud Computing
1267,"Understanding, Using, and Securing Crypto and Digital Assets"
1268,Introduction to Enterprise Computing
1269,Communication Strategies for a Virtual Age
1270,Development of Real-Time Systems
1271,"Logging, Monitoring and Observability in Google Cloud"
1272,Access Controls
1273,"Biological Diversity (Theories, Measures and Data sampling techniques)"
1274,Create Fault Tolerant MongoDB Cluster
1275,Java Programming: Build a Recommendation System
1276,Business Analysis & Process Management
1277,Statistics for Genomic Data Science
1279,The Science of Stem Cells
1280,How to Get Skilled: Introduction to Individual Skills Management (Project-Centered Course)
1281,Factorial and Fractional Factorial Designs
1282,Research kitchen
1283,Graphic Design
1284,Setting Up a Digital Library with EPIC
1285,How to Manage a Remote Team
1286,Academic Skills for University Success: Capstone
1287,Financial Accounting: Advanced Topics
1288,Advanced Features with Relational Database Tables Using SQLiteStudio
1289,Data Visualization with Python
1290,"Designing, Running, and Analyzing Experiments"
1291,"System Validation (4): Modelling Software, Protocols, and other behaviour"
1292,"Origins - Formation of the Universe, Solar System, Earth and Life"
1293,Introduction to Architecting Smart IoT Devices
1294,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential
1295,China Strategy
1296,"Engineering Project Management: Scope, Time and Cost Management"
1297,Privacy in Europe
1298,Multiplatform Mobile App Development with React Native
1299,Management and financial accounting: Know your numbers 1
1300,Introduction to Agent-based Modeling with NetLogo
1301,Science of Exercise
1303,Community Organizing for Social Justice
1304,Digital Signal Processing 1: Basic Concepts and Algorithms
1306,Predict Gas Guzzlers using a Neural Net Model on the MPG Data Set
1307,Artificial Intelligence Ethics in Action
1308,European Business Law: Doing Business in Europe
1309,Nursing Informatics Training and Education
1310,Research Design: Inquiry and Discovery
1311,Quality Improvement in Healthcare Organizations
1312,"UX Research at Scale: Surveys, Analytics, Online Testing"
1313,Coaching Conversations
1314,"Philosophy, Science and Religion: Science and Philosophy"
1315,US Social Services Compared
1316,AutoML for Computer Vision with Microsoft Custom Vision
1317,Information Visualization: Programming with D3.js
1318,Content Strategy for Professionals: Engaging Audiences
1319,Accessibility to the Scenic Arts
1320,Innovating with the Business Model Canvas
1321,Introduction to Basic Game Development using Scratch
1322,Use WordPress to Create a Blog for your Business
1323,Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading
1324,Assessment in Higher Education: Professional Development for Teachers
1325,Basic Artificial Neural Networks in Python
1326,Business Metrics for Data-Driven Companies
1327,Structuring Values in Modern China
1328,"Teach English Now! Second Language Listening, Speaking, and Pronunciation"
1329,"Teach English Now! Second Language Listening, Speaking, and Pronunciation"
1330,Advanced Machine Learning and Signal Processing
1331,Diode - pn Junction and Metal Semiconductor Contact
1332,Foundations of Mindfulness
1333,Cryptography
1334,Planning a Patient Safety or Quality Improvement Project (Patient Safety III)
1335,International Business Environment
1336,Digital Transformation of Financial Services - Capstone Project
1337,Skills for Nursing Informatics Leaders
1338,Containerize a full-stack NodeJS application in Docker
1340,Introduction to Ethereum DeFi Smart Contract Security & Exploits
1341,The Art & Science of Product Management
1342,The Emergence of the Modern Middle East - Part I
1344,The Blockchain System
1345,Childbirth: A Global Perspective
1346,Lactation Biology
1347,Foundations for Global Health Responders
1348,Getting Started with ProfitBooks
1349,Economic Growth and Distributive Justice Part II - Maximize Social Wellbeing
1350,Machine Learning with Python
1351,Machine Learning with Python
1353,Integrated Analysis in Systems Biology
1354,Healthcare Data Literacy
1355,Predict Diabetes with a Random Forest using R
1356,Content Strategy for Professionals: Ensuring Your Content's Impact
1357,Roadmap to Success in Digital Manufacturing & Design
1358,Ubiquitous Learning and Instructional Technologies
1360,Curanderismo: Global & Cultural Influences of Traditional Healing
1361,Teaching Science at University
1362,Deep Learning NLP: Training GPT-2 from scratch
1363,"Grow Your Business with Goldman Sachs 10,000 Women"
1364,Advanced Financial Reporting: Accounting for Business Combinations and Preparation of Consolidated Financial Statements
1365,Build Your First React Website (Part II)
1366,"Merge, Sort and Filter Data in Python Pandas"
1367,Finding bibliography metrics using the Crossref API
1368,Information Design
1369,IBM Cybersecurity Analyst Assessment
1370,Data Analysis and Reporting in SAS Visual Analytics
1371,"Fundamentals of Customers and Competition, with Goldman Sachs 10,000 Women"
1372,How to Write and Publish a Scientific Paper (Project-Centered Course)
1373,Learn to Teach Java: Inheritance and Recursion
1374,Create Your First Application with Java Using Networking
1375,Foundations of Public Health Practice: Health Protection
1376,Guitar Chord Voicings: Playing Up The Neck
1377,Dynamical Modeling Methods for Systems Biology
1378,Reliable Google Cloud Infrastructure: Design and Process
1379,Java Decision Programming
1382,Strategic Business Management - Microeconomics
1383,Confronting Gender Based Violence: Global Lessons for Healthcare Workers
1384,Introduction to Household Water Treatment and Safe Storage
1385,Front-End Web UI Frameworks and Tools: Bootstrap 4
1386,Front-End Web UI Frameworks and Tools: Bootstrap 4
1387,Blockchain: Foundations and Use Cases
1388,Quantitative Model Checking
1389,The Science of the Solar System
1390,C# Programming for Unity Game Development Capstone Project
1391,Resilient Teaching Through Times of Crisis and Change
1392,Computer Vision Basics
1393,Green Business Strategy
1394,Leadership in Interprofessional Informatics
1395,Financial Risk Management with R
1396,"Statistical Thinking for Industrial Problem Solving, presented by JMP"
1397,Interactive Computer Graphics
1398,Electrodynamics: An Introduction
1399,Mandarin Chinese 2: Chinese for Beginners
1400,Advanced R Programming
1401,"Compensation, Expenses and Quotas"
1402,Smart Device & Mobile Emerging Technologies
1403,Academic Literacy
1404,DNA Decoded
1405,"C++ For C Programmers, Part B"
1406,Microeconomics Principles
1407,Intel� Network Academy - Network Transformation 101
1408,Myocardial Infarction
1409,Curanderismo: Traditional Healing Using Plants
1410,Getting Started with Google Sheets
1411,Strategies for Effective Engagement
1412,Automated Reasoning: satisfiability
1413,Practical Reinforcement Learning
1414,Reasoning Across the Disciplines
1415,Fundamentals of the Chinese character writing. Part 2
1416,Windows Server Management and Security
1417,Exploring ?and ?Preparing ?your ?Data with BigQuery
1418,Responsive Web Design
1419,Measuring Stock Liquidity
1420,Build a Guessing Game Application using Java
1421,Project: Creating Your First C++ Application
1422,Emotions: a Philosophical Introduction
1423,Create a Budget with Google Sheets
1424,Learn to Code using C# on VS Code
1425,Bioinformatic Methods II
1426,Introduction to Business Analysis Using Spreadsheets: Basics
1428,Introduction to CSS in Web Development
1429,"Big Data, Genes, and Medicine"
1430,Classical Cryptosystems and Core Concepts
1431,Ideas from the History of Graphic Design
1432,"Plagues, Witches, and War: The Worlds of Historical Fiction"
1433,Introduction to Bash Shell Scripting
1434,Building a Dynamic Web App using PHP & MySQL
1435,Bayesian Statistics
1436,Blended Learning: Personalizing Education for Students
1437,Writing Winning Resumes and Cover Letters
1438,Business Strategies for Emerging Markets
1439,Build Your First React Website
1440,Build personal resilience
1441,Create an FPS Weapon in Unity (Part 3 -Damage Effects)
1442,Interacting with the System and Managing Memory
1443,Vector Calculus for Engineers
1444,Creative Thinking: Techniques and Tools for Success
1445,Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion
1446,Rethinking International Tax Law
1447,Strategic Sourcing
1448,EU policy and implementation: making Europe work!
1449,Architecting with Google Kubernetes Engine: Foundations
1450,Effective Sales � An Overview
1451,The Music of the Beatles
1452,Creative Writing: The Craft of Setting and Description
1454,"Learning, Knowledge, and Human Development"
1455,Chemicals and Health
1456,"Espace mondial, a French vision of Global studies"
1457,Corporate & Commercial Law I: Contracts & Employment Law
1458,Natural Language Processing with Attention Models
1459,Getting Started with Rstudio
1460,Fashion E-Commerce in XD
1461,Bayesian Methods for Machine Learning
1463,Build a Python GUI with Tkinter
1464,Generative Design for Part Consolidation
1466,Big Data Analytical Platform on Alibaba Cloud
1468,Machine Learning with H2O Flow
1469,Cloud Security Basics
1470,Strategic Self-Marketing and Personal Branding
1471,Getting Started with Essay Writing
1472,Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript
1473,Object-Oriented Programming with Java
1474,Queering Identities: LGBTQ+ Sexuality and Gender Identity
1475,Ordered Data Structures
1476,Solar Energy and Electrical System Design
1477,Cybersecurity in Healthcare (Hospitals & Care Centres)
1478,Know Thyself - The Value and Limits of Self-Knowledge: The Unconscious
1479,Game Design Document: Define the Art & Concepts
1480,Data Science Methodology
1481,Data Science Methodology
1482,Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course)
1483,Spanish Vocabulary: Meeting People
1485,Preparing for the Google Cloud Associate Cloud Engineer Exam
1486,Fundamentals of Macroscopic and Microscopic Thermodynamics
1487,Python for Genomic Data Science
1488,Training and Learning Programs for Volunteer Community Health Workers
1489,Getting Started With Music Theory
1490,Biology Meets Programming: Bioinformatics for Beginners
1491,Climate Adaptation in Africa
1492,Managing Security in Google Cloud Platform
1493,Building Arduino robots and devices
1494,Blended Language Learning: Design and Practice for Teachers
1495,Cryptography and Information Theory
1496,Data Analysis and Interpretation Capstone
1497,Introduction to Sustainability
1498,Customer Value in Pricing Strategy
1499,FinTech and the Transformation in Financial Services
1500,Fundamentals of Immunology: Death by Friendly Fire
1501,Intermediate Relational Database and SQL
1502,Big Data - Capstone Project
